id,argument1,argument2,topic,score
163,They argue that abortion is not permissible from the point at which individual human identity is realized .,Forcing a child to be born to punish its mother is the ultimate in child abuse .,Abortion,0.4285714286
164,"As someone who is public about why I am pro-abortion , and about my own story , here are eleven lame shaming themes I ’ve encountered , along with my responses .","Therefore , abortion is murder of a person .",Abortion,0.2592592593
165,"My firstborn ( who exists only because of my abortion ) is now a junior in college and , although I ’ve had my moments , I ’ve never once tried to kill her .","We are not returning to the days of back-room abortions , when countless women died or were maimed .",Abortion,0.3392857143
166,"If you say no because it will become a human , then you admit that it has human nature and is alive .",Dependence on another is not a reason to kill the helpless .,Abortion,0.6785714286
167,Just as we should be skeptical of the premise “ I can own anything ” we should be skeptical of the premise “ I have the right to do whatever I want with my body . ”,"I believe it is a personal decision that should be left to the women and their doctors , he said .",Abortion,0.5357142857
168,Research also suggests that the babies of such cases face a higher risk of neglect or abuse from their mothers for various reasons .,"If you want to define person as a member of the human species , from conception to death , you are going to have to enumerate all the rights unborn persons do and do n't have .",Abortion,0.4285714286
169,"In a contest between an adult with rights that have already attached , and a fetus whose status is ambiguous , the adult wins .",“ Women do n’t have abortions because they are promiscuous and it ’s convenient .,Abortion,0.3035714286
170,"In many cultures , the woman ’s stature in life or even the gender of the child puts the child in harm ’s way .","If a human person is n't created at the moment of conception , when do you believe it happens ?",Abortion,0.2678571429
171,Example : The fetus is alive and has human parents and human DNA so we know they are human .,"Truth is , every day you get in a vehicle your putting yourself in a position of possible death so to not have a baby because you might die is ridiculous .",Abortion,0.2142857143
172,The reproductive rights movement has no genocide component — no one is out to kill all embryos .,Just think about how do you truly know that s it s not alive yet because it s a fetus ?,Abortion,0.3571428571
173,"Today , parents can see the development of their children with their own eyes .","I believe it is a personal decision that should be left to the women and their doctors , he said .",Abortion,0.537037037
174,"According to a study co-written by Freakonomics co-author Steven D. Levitt , PhD , and published in the peer-reviewed Quarterly Journal of Economics , "" legalized abortion has contributed significantly to recent crime reductions .","A gradualist approach that never ever waters down the Truth but starts where the person is , in the present moment and the encouragement to find the Truth in Christ .",Abortion,0.4107142857
175,"A small percentage will be rape and health of the mother ( like the case described above ) , but the majority are unplanned pregnancies and thus preventable .",Will it next take away the right to use other birth control methods such as The Pill ?,Abortion,0.4821428571
176,"If the unborn are not already human , merely changing their location ca n’t make them valuable .","- In some cases , medical emergencies compel a woman to resort to this action .",Abortion,0.3392857143
177,Tests showing birth defects are not done until the 16th week ; and some women do not discover they ’re pregnant until this time .,"Philosopher Peter Singer , MA , Professor of Bioethics at Princeton University , defended abortion as a way to curb overpopulation .",Abortion,0.3214285714
