id,argument1,argument2,topic,score
2467,While many critics site the effect that a substantial increase in minimum wage would have on the economy like higher prices for food and other essentials this is actually not a REAL con of minimum wage increases .,""" If we believe we should have a fair society , that in some sense the benefits of economic growth and technological progress should improve not just the living standards of business owners but of workers as well , then the minimum wage really should have grown more over time , "" said David Cooper , an economic analyst at the Economic Policy Institute .",Minimum wage,0.5357142857
2468,Not true : Raising the federal minimum wage is an issue with broad popular support .,"34 % of respondents agreed with the statement , "" Raising the federal minimum wage to $ 9 per hour would make it noticeably harder for low-skilled workers to find employment . """,Minimum wage,0.4821428571
2469,"In Massachusetts , very few workers would be affected by an increase in the federal minimum wage to $ 10.10 , as the Bay State already has a $ 9 minimum wage that is set to increase to $ 11 by 2017 .","The recent Congressional Budget Office report on the minimum wage estimates that an increase to $ 10.10 per hour would boost the weekly earnings of 16.5 million low-wage workers and bring 900,000 people above the poverty line .",Minimum wage,0.6071428571
2470,"Between July 2015 and the last increase in the minimum wage in 2009 , the federal minimum wage lost 8.1 % of its purchasing power to inflation .","Work is supposed to make one independent , but with the inflation-adjusted federal minimum down by a third from its peak , low-wage workers depend on billions of dollars in public assistance just to make ends meet .",Minimum wage,0.5
2471,"In Massachusetts , very few workers would be affected by an increase in the federal minimum wage to $ 10.10 , as the Bay State already has a $ 9 minimum wage that is set to increase to $ 11 by 2017 .","The Economic Policy Institute stated that a minimum wage increase from the current rate of $ 7.25 an hour to $ 10.10 would inject $ 22.1 billion net into the economy and create about 85,000 new jobs over a three-year phase-in period .",Minimum wage,0.4464285714
2472,"Inflation : The federal minimum wage needs to be raised in order to account for inflation , which raises every year and the minimum wage has only been risen three times in the past three decades .","Proponents of a higher minimum wage state that the current federal minimum wage of $ 7.25 per hour is too low for anyone to live on ; that a higher minimum wage will help create jobs and grow the economy ; that the declining value of the minimum wage is one of the primary causes of wage inequality between low - and middle-income workers ; and that a majority of Americans , including a slim majority of self-described conservatives , support increasing the minimum wage .",Minimum wage,0.6964285714
2473,"If minimum wages do n’t hurt employment , then a federal minimum wage is unfair to workers in big cities because their raises will be less than those of small-town workers .","A uniform federal minimum wage may be sub-optimal for many states , and uniform state minimum wages may be sub-optimal for many cities .",Minimum wage,0.5535714286
2474,"The Fair Labor Standards Act , which set a national minimum wage of twenty-five cents an hour , in 1938 , and also abolished most child labor , “ constitute [ d ] a step in the direction of communism , bolshevism , fascism , and Nazism , ” according to the National Association of Manufacturers .","Alabama , Louisiana , Mississippi , South Carolina and Tennessee have no state minimum wage , relying solely on the federal minimum wage for workers who are covered by the Fair Labor Standards Act .",Minimum wage,0.3571428571
2475,These are entry level jobs and Economist Thomas Sowell points out that the vast majority of people working minimum wage jobs are living in shared family arrangements where people in the same household share expenses .,"Opponents say that many businesses can not afford to pay their workers more , and will be forced to close , lay off workers , or reduce hiring ; that increases have been shown to make it more difficult for low-skilled workers with little or no work experience to find jobs or become upwardly mobile ; and that raising the minimum wage at the federal level does not take into account regional cost-of-living variations where raising the minimum wage could hurt low-income communities in particular .",Minimum wage,0.5892857143
2476,Economists from the White House say that job losses may actually be closer to zero given the other benefits of increasing the minimum wage .,""" By increasing workers ' take-home pay , families gain both financial security and an increased ability to purchase goods and services , thus creating jobs for other Americans , "" concluded left-leaning Washington , D.C.-based think tank the Economic Policy Institute in a brief supporting minimum wage increases .",Minimum wage,0.6071428571
2477,"The Institute for Policy Studies estimated in 2012 that personal income has grown by 100.6 % since 1968 , while the minimum wage has stagnated : "" If our standard for minimum wages had kept pace with overall income growth in the American economy , it would now be $ 21.16 per hour . ""","By definition , the federal minimum wage applies across the country , despite the fact that average wages and price levels vary considerably from place to place .",Minimum wage,0.5
2478,"Opponents say that many businesses can not afford to pay their workers more , and will be forced to close , lay off workers , or reduce hiring ; that increases have been shown to make it more difficult for low-skilled workers with little or no work experience to find jobs or become upwardly mobile ; and that raising the minimum wage at the federal level does not take into account regional cost-of-living variations where raising the minimum wage could hurt low-income communities in particular .","A 2014 University of California at Berkeley study found "" striking evidence that ... turnover rates for teens and restaurant workers fall substantially following a minimum wage increase , "" declining by about 2 % for a 10 % increase in the minimum wage .",Minimum wage,0.4821428571
2479,"Research published in 2010 by economists Joseph Sabia and Richard Burkhauser concluded that if the federal minimum wage were increased from $ 7.25 an hour to $ 9.50 an hour ( remember that the president ’s proposal is to increase the minimum wage to $ 9 per hour ) , only 11.3 % of workers who would gain from the increase belong to poor households .","The minimum wage in 1968 was $ 1.60 , which is equivalent to $ 11.16 in Jan. 2016 dollars and which is 53.9 % higher than today 's $ 7.25 federal minimum wage .",Minimum wage,0.4583333333
2480,A higher minimum wage could be good news for people who are willing to work at today ’s minimum wage .,"That may be just fine with people who wish there were no minimum wage at all , but it ’s not fine for the millions of people who rely on minimum wage work to pay the rent .",Minimum wage,0.6071428571
2481,Business could raise their prices : What often gets lost in the discussion about raising the minimum wage is that low-wage workers probably would n't be alone in having their wages hiked .,Raising the minimum wage will be good for workers and good for the economy overall — but what about its impact on the business community ?,Minimum wage,0.6428571429
2482,Raising minimum wage means some of these people would be able to better support themselves without leaning as heavily on social programs and this would ultimately mean lower taxes or a reallocation of those funds to support other needs .,"If minimum wage is raised , that means that people are able to spend more money .",Minimum wage,0.6607142857
2483,The ability of the earned income tax credit to deliver larger monetary benefits to the poor workers than an increase in the minimum wage and at a lower cost to society was documented in a 2007 report by the Congressional Budget Office .,The Chamber of Commerce warned on no less than four separate occasions from 1975 to 1989 that minimum wage rises would cost millions of jobs .,Minimum wage,0.3571428571
2484,"A study from the Federal Reserve Bank of Cleveland found that although low-income workers see wage increases when the minimum wage is raised , "" their hours and employment decline , and the combined effect of these changes is a decline in earned income ... minimum wages increase the proportion of families that are poor or near-poor . ""","Though a desire to help the poor is largely a moral issue , economics can help us think about how successful a higher minimum wage would be at reducing poverty .",Minimum wage,0.625
2485,"Some argue that by increasing the federal minimum wage , however , the economy will be adversely affected due to small businesses not being able to keep up with the need to subsequently increase all workers wages .","In the view of its opponents , the minimum wage — or raising an existing minimum — will always and inevitably damage the economy , kill jobs , doom American freedom , and/or harm the very people that it is meant to help .",Minimum wage,0.625
2486,"Increasing the minimum wage would have a ripple effect , raising the incomes of people who make slightly above the minimum wage .","The Institute for Policy Studies estimated in 2012 that personal income has grown by 100.6 % since 1968 , while the minimum wage has stagnated : "" If our standard for minimum wages had kept pace with overall income growth in the American economy , it would now be $ 21.16 per hour . """,Minimum wage,0.4259259259
2487,Myth : Raising the federal tipped minimum wage ( $ 2.13 per hour since 1991 ) would hurt restaurants .,"Economists from the Federal Reserve Bank of Chicago predicted that a $ 1.75 rise in the federal minimum wage would increase aggregate household spending by $ 48 billion the following year , thus boosting GDP and leading to job growth .",Minimum wage,0.5178571429
2488,"Not true : While 29 states and the District of Columbia currently have a minimum wage higher than the federal minimum , increasing the federal minimum wage will boost the earnings for nearly 38 million low-wage workers nationwide .",The last time the minimum wage was federally increased in the United States was 2009 .,Minimum wage,0.5
2489,"Research suggests that a minimum-wage increase could have a small stimulative effect on the economy as low-wage workers spend their additional earnings , raising demand and job growth , and providing some help on the jobs front . ""","According to the Economic Policy Institute , the average age of workers who would benefit from a higher minimum wage today is thirty-five .",Minimum wage,0.5
2490,But the point that opponents of a minimum wage increase make that strikes me as the most compelling is this : Raising the minimum wage is not a very effective means of addressing poverty .,There is no good reason not to increase the federal minimum wage .,Minimum wage,0.3928571429
2491,"According to a 2015 report from the National Low Income Housing Coalition , a worker must earn at least $ 15.50 an hour ( over twice the federal minimum wage ) to be able to afford to rent a "" modest "" one-bedroom apartment , and $ 19.35 for a two-bedroom unit ( more than 2.5 times the minimum wage ) .","In announcing his wrongheaded proposal to increase the minimum wage to $ 9 an hour , President Obama spoke in lofty terms : “ In the wealthiest nation on Earth , ” he said in his State of the Union address last month , “ no one who works full time should have to live in poverty . ”",Minimum wage,0.6428571429
2492,"A 2014 study found that raising the Californian minimum wage to $ 13 an hour would increase the incomes of 7.5 million families , meaning fewer would live in poverty .","Research published in 2010 by economists Joseph Sabia and Richard Burkhauser concluded that if the federal minimum wage were increased from $ 7.25 an hour to $ 9.50 an hour ( remember that the president ’s proposal is to increase the minimum wage to $ 9 per hour ) , only 11.3 % of workers who would gain from the increase belong to poor households .",Minimum wage,0.5357142857
2493,"The report stated : "" In no state can an individual working a typical 40-hour work week at the federal minimum wage afford a one - or two-bedroom apartment for his or her family . ""","A 2015 report by the Alliance for a Just Society , found that "" the federal minimum wage of $ 7.25 per hour represents less than half of a living wage for a single adult "" and a worker supporting only himself would have to work 93 hours a week at the federal minimum wage in order to make ends meet "" or skip necessities like meals or medicine . """,Minimum wage,0.6785714286
2494,While many critics site the effect that a substantial increase in minimum wage would have on the economy like higher prices for food and other essentials this is actually not a REAL con of minimum wage increases .,"Realistically , if you agree that those economy-wide price controls would be undesirable , then you should also agree that the minimum wage law is also undesirable .",Minimum wage,0.4464285714
2495,Supporters of minimum wage also believe that a minimum wage stimulates consumption and thus puts more money into the economy by allowing low paid workers to spend more .,"A higher minimum wage might also decrease turnover and thus keep training costs down , supporters say .",Minimum wage,0.5892857143
2496,"Research suggests that a minimum-wage increase could have a small stimulative effect on the economy as low-wage workers spend their additional earnings , raising demand and job growth , and providing some help on the jobs front . ""","To adjust for increased rates of worker productivity in the United States , raising the minimum wage to $ 22 ( or more ) an hour has been presented .",Minimum wage,0.6607142857
2497,"For example , a gas station employs far fewer minimum-wage service personnel than a restaurant , and will be relatively unaffected by paying them another dollar per hour .","47 % agreed with the statement , "" The distortionary costs of raising the federal minimum wage to $ 9 per hour and indexing it to inflation are sufficiently small compared with the benefits to low-skilled workers who can find employment that this would be a desirable policy "" , while 11 % disagreed .",Minimum wage,0.4285714286
2498,"A 2010 study by Joseph Sabia and Richard Burkhauser , who fall on the solidly conservative side of this issue , finds that if the minimum wage were increased to $ 9.50 from $ 7.25 , only 11.3 percent of beneficiaries would live in impoverished households .","Casey B. Mulligan , PhD , economics professor at the University of Chicago , stated that the teenage employment index fell sharply after the minimum wage increase of July 2009 ( a fall of about 8 % in three months , while the previous drop of 8 % took over a year ) : "" This suggests that the 2009 minimum-wage increase did significantly reduce teenage employment . """,Minimum wage,0.4464285714
2499,"A study by Jeffrey Clemens , PhD , and Michael J. Wither , PhD , found that minimum wage increases result in reduced average monthly incomes for low-skilled workers ( $ 100 less during the first year following a minimum wage increase and $ 50 over the next two years ) due to a reduction in employment .","47 % agreed with the statement , "" The distortionary costs of raising the federal minimum wage to $ 9 per hour and indexing it to inflation are sufficiently small compared with the benefits to low-skilled workers who can find employment that this would be a desirable policy "" , while 11 % disagreed .",Minimum wage,0.5892857143
2500,Not true : Minimum wage increases have little to no negative effect on employment as shown in independent studies from economists across the country .,"Economist Michael Reich , director of the Institute for Research on Labor and Employment at the University of California at Berkeley , said the two goals of a minimum wage increase are to help people pay their bills and to create a more fair working environment .",Minimum wage,0.625
2501,"Work is supposed to make one independent , but with the inflation-adjusted federal minimum down by a third from its peak , low-wage workers depend on billions of dollars in public assistance just to make ends meet .","A 2015 report by the Alliance for a Just Society , found that "" the federal minimum wage of $ 7.25 per hour represents less than half of a living wage for a single adult "" and a worker supporting only himself would have to work 93 hours a week at the federal minimum wage in order to make ends meet "" or skip necessities like meals or medicine . """,Minimum wage,0.6785714286
2502,"The Economic Policy Institute stated that a minimum wage increase from the current rate of $ 7.25 an hour to $ 10.10 would inject $ 22.1 billion net into the economy and create about 85,000 new jobs over a three-year phase-in period .","According to a study by the Center for Economic and Policy Research ( CEPR ) , the federal minimum wage would have been $ 21.72 per hour in 2012 , instead of $ 7.25 , if the minimum wage had kept pace with increases in productivity since 1968 .",Minimum wage,0.5178571429
2503,"The authors found "" little or no evidence of a negative association between minimum wages and employment . ""","Moreover , they concluded , "" Once this publication selection is corrected , little or no evidence of a negative association between minimum wages and employment remains . """,Minimum wage,0.6964285714
2504,"A study by Jeffrey Clemens , PhD , and Michael J. Wither , PhD , found that minimum wage increases result in reduced average monthly incomes for low-skilled workers ( $ 100 less during the first year following a minimum wage increase and $ 50 over the next two years ) due to a reduction in employment .","For example , Gramlich ( 1976 ) found that many of the benefits went to higher income families , and that teenagers were made worse off by the unemployment associated with the minimum wage .",Minimum wage,0.5
2505,"Guy L. Harrington of the National Publishers ’ Association warned the imposition of a minimum wage would “ throw all substandard or marginal workers out of employment as a burden to society , ” while Battle presented letters from two different businesses claiming low-skill workers – or “ those who are not sufficiently competent to earn their pay ” – would quickly lose their jobs once the law was passed .","In other words , minimum-wage work is n’t just supplemental ; many households are relying either fully or substantially on full-time , minimum-wage work to pay the bills .",Minimum wage,0.4642857143
2506,While many critics site the effect that a substantial increase in minimum wage would have on the economy like higher prices for food and other essentials this is actually not a REAL con of minimum wage increases .,"Furthermore , increasing the minimum wage has not proven to be effective at lowering the poverty rate , according to the business-backed nonprofit Employment Policies Institute .",Minimum wage,0.5357142857
2507,"According to the Econ 101 model of the world , increasing the minimum wage should cost some people their jobs .","** That said , it 's also possible that increasing the minimum wage would boost wages among working families with a small or possibly non-existent cost to overall employment .",Minimum wage,0.4107142857
2508,Increasing minimum wage to reflect a “ living wage ” is not as simple as simply raising the rate .,"To adjust for increased rates of worker productivity in the United States , raising the minimum wage to $ 22 ( or more ) an hour has been presented .",Minimum wage,0.6428571429
2509,"Research published in 2010 by economists Joseph Sabia and Richard Burkhauser concluded that if the federal minimum wage were increased from $ 7.25 an hour to $ 9.50 an hour ( remember that the president ’s proposal is to increase the minimum wage to $ 9 per hour ) , only 11.3 % of workers who would gain from the increase belong to poor households .","In an analysis of census data , Joseph Sabia and Robert Nielson found no statistically significant evidence that minimum wage increases helped reduce financial , housing , health , or food insecurity .",Minimum wage,0.5178571429
2510,"Given the large spectrum of costs of living , it ’s no surprise that many regions have added increases above the federal minimum wage of $ 7.25 / hour .","This means that a $ 15 federal minimum wage would only raise the wages of the urban working class a modest amount , but would raise the wages of the small-town working class a huge amount .",Minimum wage,0.3888888889
2511,"Furthermore , increasing the minimum wage has not proven to be effective at lowering the poverty rate , according to the business-backed nonprofit Employment Policies Institute .",""" By increasing workers ' take-home pay , families gain both financial security and an increased ability to purchase goods and services , thus creating jobs for other Americans , "" concluded left-leaning Washington , D.C.-based think tank the Economic Policy Institute in a brief supporting minimum wage increases .",Minimum wage,0.6785714286
2512,"GS compared the employment change between December and January in those 13 states to the states that did n’t raise minimum wage , and found that that the states with minimum-wage increases had faster employment growth than the states where the minimum wage remained at its 2013 level .","On the other side , you have researchers who believe that increasing the minimum wage does n't kill jobs at all and may even give the economy a boost by channeling more pay to low-income workers who are likely to spend it .",Minimum wage,0.7678571429
2513,"But Felix Ngoussou also told the group he had to lay off two employees after Seattle 's minimum wage started climbing , because of higher taxes and fees .","In Rawlins County , Kansas , where rental costs are some of the most affordable in the country , a living wage including housing costs for one person with no dependents is estimated by the Massachusetts Institute of Technology to be $ 9.35 , 25.3 % higher than the federal minimum wage and the state minimum wage of Kansas .",Minimum wage,0.4107142857
2514,"1one ) , actual cost to the customer with an increase in minimum wage is remarkably negligible .","Minimum wage increases put more money into the economy since low-income workers are more likely to spend their higher wages than are their higher paid counterparts , who are more likely to save them .",Minimum wage,0.4285714286
2515,"A 2014 University of California at Berkeley study found "" striking evidence that ... turnover rates for teens and restaurant workers fall substantially following a minimum wage increase , "" declining by about 2 % for a 10 % increase in the minimum wage .",Though this mutes some of the direct redistributive value of the program — particularly if there ’s no constraining minimum wage — it also tends to increase employment .,Minimum wage,0.5
2516,Some people also feel that a minimum wage increase is unnecessary for some people .,But the point that opponents of a minimum wage increase make that strikes me as the most compelling is this : Raising the minimum wage is not a very effective means of addressing poverty .,Minimum wage,0.5
2517,"A 2014 University of California at Berkeley study found "" striking evidence that ... turnover rates for teens and restaurant workers fall substantially following a minimum wage increase , "" declining by about 2 % for a 10 % increase in the minimum wage .","[ citation needed ] In contrast , opponents of the minimum wage say it increases poverty , increases unemployment ( particularly among unskilled or inexperienced workers ) and is damaging to businesses , because excessively high minimum wages require businesses to raise the prices of their product or service to accommodate the extra expense of paying a higher wage .",Minimum wage,0.625
2518,"Given the large spectrum of costs of living , it ’s no surprise that many regions have added increases above the federal minimum wage of $ 7.25 / hour .",Myth : Raising the federal tipped minimum wage ( $ 2.13 per hour since 1991 ) would lead to restaurant job losses .,Minimum wage,0.4107142857
2519,"Where I stand Personally , I do n't believe $ 7.25 per hour is sustainable for the more than 3 million workers taking home the federal minimum wage , and I would contest that raising the wage is the right thing to do to boost the economy , lift worker morale and productivity , and improve the self-sufficiency of potentially millions of workers .","If you doubt this logic , try this fact : Raising the minimum wage could lead to a 0.3 % increase of the GDP -- or nearly $ 48 million more in household spending per year .",Minimum wage,0.625
2520,"In an analysis of census data , Joseph Sabia and Robert Nielson found no statistically significant evidence that minimum wage increases helped reduce financial , housing , health , or food insecurity .","In the business sector , concerns include the expected increased cost of doing business , threats to profitability , rising levels of unemployment ( and subsequent higher government expenditure on welfare benefits raising tax rates ) , and the possible knock-on effects to the wages of more experienced workers who might already be earning the new statutory minimum wage , or slightly more .",Minimum wage,0.6785714286
2521,A 2015 study found that the decrease in the inflation-adjusted value of the minimum wage since the 1980s has been a contributor to America 's high levels of inequality .,"A study from the Federal Reserve Bank of Cleveland found that although low-income workers see wage increases when the minimum wage is raised , "" their hours and employment decline , and the combined effect of these changes is a decline in earned income ... minimum wages increase the proportion of families that are poor or near-poor . """,Minimum wage,0.6428571429
2522,"In fact , the most current research shows that a higher minimum wage does increase unemployment ; however , the more important economic reality is that a higher minimum wage increases the cost of low-skilled labor .","While the estimates of how much the minimum wage should be increased vary , many economists agree that if it had kept pace with rising productivity and incomes , it would be higher than the current $ 7.25 an hour .",Minimum wage,0.5714285714
2523,"According to the Congressional Budget Office report on The Effects of a Minimum-Wage Increase on Employment and Family Income , increasing the minimum wage from $ 7.25 to $ 10.10 per hour will only reduce the number of people in poverty by 900,000 , a relatively few portion of the 16.5 million people that would supposedly benefit from the raise .","In fact , a recent study by the Federal Reserve Bank of Chicago concluded that , following an increase in the minimum wage , spending by households with at least one minimum-wage worker increased by $ 700 per quarter .",Minimum wage,0.6071428571
2524,"Given the large spectrum of costs of living , it ’s no surprise that many regions have added increases above the federal minimum wage of $ 7.25 / hour .","47 % agreed with the statement , "" The distortionary costs of raising the federal minimum wage to $ 9 per hour and indexing it to inflation are sufficiently small compared with the benefits to low-skilled workers who can find employment that this would be a desirable policy "" , while 11 % disagreed .",Minimum wage,0.5357142857
2525,"Given the large spectrum of costs of living , it ’s no surprise that many regions have added increases above the federal minimum wage of $ 7.25 / hour .","According to James K. Galbraith , PhD , Professor of Government at the University of Texas in Austin , "" [ b ] ecause payroll - and income-tax revenues would rise [ as a result of an increase in the minimum wage ] , the federal deficit would come down . """,Minimum wage,0.5178571429
2526,"1one ) , actual cost to the customer with an increase in minimum wage is remarkably negligible .",""" By increasing workers ' take-home pay , families gain both financial security and an increased ability to purchase goods and services , thus creating jobs for other Americans , "" concluded left-leaning Washington , D.C.-based think tank the Economic Policy Institute in a brief supporting minimum wage increases .",Minimum wage,0.6071428571
2527,"Guy L. Harrington of the National Publishers ’ Association warned the imposition of a minimum wage would “ throw all substandard or marginal workers out of employment as a burden to society , ” while Battle presented letters from two different businesses claiming low-skill workers – or “ those who are not sufficiently competent to earn their pay ” – would quickly lose their jobs once the law was passed .",Increasing the minimum wage would allow teens to work fewer hours for the same amount of pay giving them more time to study and reducing the likelihood that they would drop out of high school .,Minimum wage,0.5178571429
2528,"Rather , economic analysis raises questions about whether a higher minimum wage will achieve better outcomes for the economy and reduce poverty .",Increasing minimum wage to reflect a “ living wage ” is not as simple as simply raising the rate .,Minimum wage,0.5535714286
2529,"While the estimates of how much the minimum wage should be increased vary , many economists agree that if it had kept pace with rising productivity and incomes , it would be higher than the current $ 7.25 an hour .","Isabel Sawhill , PhD , Senior Fellow in Economic Studies at the Brookings Institution , stated in 2014 that raising the minimum wage would reduce income inequality , and Jason Furman , PhD , Chairman of President Obama 's Council of Economic Advisers , stated in 2014 that the weakening value of the minimum wage "" is one of the important [ reasons ] ... for inequality at the bottom . """,Minimum wage,0.4642857143
2530,Increasing minimum wage to reflect a “ living wage ” is not as simple as simply raising the rate .,Not true : Minimum wage increases have little to no negative effect on employment as shown in independent studies from economists across the country .,Minimum wage,0.3392857143
2531,"Most importantly , a lot of minimum wage jobs are vital to the health of a functioning society .","In the view of its opponents , the minimum wage — or raising an existing minimum — will always and inevitably damage the economy , kill jobs , doom American freedom , and/or harm the very people that it is meant to help .",Minimum wage,0.5178571429
2532,"Economists have tended to oppose minimum wages on the grounds that they reduce employment , hurting many of those they are supposed to help .","But that is only part of the story – there are many less obvious downsides to an artificially high minimum wages that take longer to recognize , and it ’s those inevitable negative effects that lead economists to generally oppose minimum wage laws .",Minimum wage,0.6607142857
2533,29 states plus the District of Columbia ( DC ) have a minimum wage higher than the federal minimum wage .,"Economists from the Federal Reserve Bank of Chicago predicted that a $ 1.75 rise in the federal minimum wage would increase aggregate household spending by $ 48 billion the following year , thus boosting GDP and leading to job growth .",Minimum wage,0.375
2534,Increasing the minimum wage would allow teens to work fewer hours for the same amount of pay giving them more time to study and reducing the likelihood that they would drop out of high school .,The pros of raising minimum wage would be an immediate increase in income for the working poor .,Minimum wage,0.5535714286
2535,"That last argument is underscored by the exorbitant salaries earned by CEOs and other corporate titans , which are also the same people generally arguing against an increase in the minimum wage .",But the point that opponents of a minimum wage increase make that strikes me as the most compelling is this : Raising the minimum wage is not a very effective means of addressing poverty .,Minimum wage,0.4642857143
2536,"According to the Congressional Budget Office report on The Effects of a Minimum-Wage Increase on Employment and Family Income , increasing the minimum wage from $ 7.25 to $ 10.10 per hour will only reduce the number of people in poverty by 900,000 , a relatively few portion of the 16.5 million people that would supposedly benefit from the raise .",Though this mutes some of the direct redistributive value of the program — particularly if there ’s no constraining minimum wage — it also tends to increase employment .,Minimum wage,0.5714285714
2537,"Not true : While 29 states and the District of Columbia currently have a minimum wage higher than the federal minimum , increasing the federal minimum wage will boost the earnings for nearly 38 million low-wage workers nationwide .","If the point of raising the minimum wage is to provide a “ living wage , ” why should the minimum wage in low-cost areas such as Texas or Oklahoma be the same as in high-cost areas such as San Francisco or Manhattan ?",Minimum wage,0.5178571429
2538,"In fact , a recent study by the Federal Reserve Bank of Chicago concluded that , following an increase in the minimum wage , spending by households with at least one minimum-wage worker increased by $ 700 per quarter .",One study concluded that 'Em ployers are disinclined to hire workers because the US federal minimum wage is very high relative to the local average ' .,Minimum wage,0.5178571429
2539,People that worked for minimum wage would no longer have to be reliant on federal programs to make ends meet .,"Work is supposed to make one independent , but with the inflation-adjusted federal minimum down by a third from its peak , low-wage workers depend on billions of dollars in public assistance just to make ends meet .",Minimum wage,0.625
2540,The pros of raising minimum wage would be an immediate increase in income for the working poor .,"Economists from the Federal Reserve Bank of Chicago predicted that a $ 1.75 rise in the federal minimum wage would increase aggregate household spending by $ 48 billion the following year , thus boosting GDP and leading to job growth .",Minimum wage,0.5714285714
2541,"While the estimates of how much the minimum wage should be increased vary , many economists agree that if it had kept pace with rising productivity and incomes , it would be higher than the current $ 7.25 an hour .","In Rawlins County , Kansas , where rental costs are some of the most affordable in the country , a living wage including housing costs for one person with no dependents is estimated by the Massachusetts Institute of Technology to be $ 9.35 , 25.3 % higher than the federal minimum wage and the state minimum wage of Kansas .",Minimum wage,0.6607142857
2542,"On the other side , you have researchers who believe that increasing the minimum wage does n't kill jobs at all and may even give the economy a boost by channeling more pay to low-income workers who are likely to spend it .","It is a myth that small business owners ca n't afford to pay their workers more , and therefore do n't support an increase in the minimum wage .",Minimum wage,0.4642857143
2543,"Work is supposed to make one independent , but with the inflation-adjusted federal minimum down by a third from its peak , low-wage workers depend on billions of dollars in public assistance just to make ends meet .",Income inequality and fair wealth distribution are two factors of the economy that are kept in check with minimum wages .,Minimum wage,0.5714285714
2544,"The survey of more than 600 businesses found franchisees are more likely to take "" offsetting steps including reducing staff , reducing hours and using automation to manage the increased labor costs caused by minimum wage increases "" than are nonfranchised businesses .","It is a myth that small business owners ca n't afford to pay their workers more , and therefore do n't support an increase in the minimum wage .",Minimum wage,0.6071428571
2545,"Research published in 2010 by economists Joseph Sabia and Richard Burkhauser concluded that if the federal minimum wage were increased from $ 7.25 an hour to $ 9.50 an hour ( remember that the president ’s proposal is to increase the minimum wage to $ 9 per hour ) , only 11.3 % of workers who would gain from the increase belong to poor households .","In Rawlins County , Kansas , where rental costs are some of the most affordable in the country , a living wage including housing costs for one person with no dependents is estimated by the Massachusetts Institute of Technology to be $ 9.35 , 25.3 % higher than the federal minimum wage and the state minimum wage of Kansas .",Minimum wage,0.6964285714
2546,"According to Mark J. Perry , PhD , of the American Enterprise Institute , government-mandated minimum wages "" are always arbitrary and almost never based on any sound economic/cost-benefit analysis ... [ I ] n contrast market-determined wages reflect supply and demand conditions that are specific to local market conditions and vary widely by geographic region and by industry . """,""" By increasing workers ' take-home pay , families gain both financial security and an increased ability to purchase goods and services , thus creating jobs for other Americans , "" concluded left-leaning Washington , D.C.-based think tank the Economic Policy Institute in a brief supporting minimum wage increases .",Minimum wage,0.4642857143
2547,"As attorney Andrew Woodman , JD , predicted in his blog for the Huffington Post , a minimum wage increase "" could ultimately be the undoing of low-income service-industry jobs in the United States . ""","A minimum wage increase may interfere with a low-wage , low-satisfaction business model — but that does n’t mean it interferes with the ability of businesses to be profitable .",Minimum wage,0.4821428571
2548,"From a mathematical and logical perspective , increasing the minimum wage does not lift anyone out of poverty because the prior minimum wage already paid more than the official poverty rate .",One Los Angeles-based blogger estimated a raise in rental prices by $ 173/month if the minimum wage was increased to $ 15/hour .,Minimum wage,0.5
2549,"A higher minimum wage might also decrease turnover and thus keep training costs down , supporters say .","The survey of more than 600 businesses found franchisees are more likely to take "" offsetting steps including reducing staff , reducing hours and using automation to manage the increased labor costs caused by minimum wage increases "" than are nonfranchised businesses .",Minimum wage,0.5535714286
